SMILES,Solubility,MolLogP,MolMR,HeavyAtomCount,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,TPSA,LabuteASA,BertzCT
CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC,-6.867639521599999,8.227300000000008,114.5770000000001,26,20,156,0,26.3,164.40798698850224,287.9352303717598
CCCCCCCCCCCC(=O)OCCCCCC,-6.7550878414,6.030800000000006,86.94500000000008,20,15,120,0,26.3,126.21833430212257,201.59490309182667
CC(C)CCCCCCCCCCCCCCC(=O)OC(CO)CO,-6.855595468500001,5.000200000000006,103.52760000000008,25,18,150,0,66.76,154.9016281497044,287.6206365834133
[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Mg++].[Nb+5].[Nb+5],-6.8406266847,-1.5982,16.313499999999998,11,0,56,0,199.5,127.54034908158421,14.402263350607042
CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCCCCCCCC\C=C/CCCCCCCC,-7.071179206900001,14.164999999999969,188.33099999999936,42,35,248,0,26.3,264.8678547544794,563.9858269386857
CCCCCCCCC\C=C/CCCCCCC(=O)OCCCCCCCC\C=C/CCCCCCCC,-7.0277066834,12.60459999999998,169.8629999999996,38,31,224,0,26.3,239.40808629689306,507.4716454161781
CCCCCCCCOC(=O)CCCCCCC,-6.709998828,5.250600000000006,77.71100000000007,18,13,108,0,26.3,113.48845007332933,177.93577382145608
CCCCCCCCCCCCCCOC(=O)CCCCCCC\C=C/CCCCCCCC,-6.9812258596,11.268199999999988,151.4889999999998,34,28,202,0,26.3,214.63792087149088,415.2351096737668
CCCCC(CC)COC(=O)CC(CC(=O)OCC(CC)CCCC)(OC(C)=O)C(=O)OCC(CC)CCCC,-7.057520046900001,7.3473000000000095,156.52599999999975,40,24,234,0,105.2,243.15272589232706,685.7039952685168
CC(C)(c1ccccc1)c2cc(n3nc4ccccc4n3)c(O)c(c2)C(C)(C)c5ccccc5,-7.0488126213,6.777900000000007,137.6697999999999,34,5,170,5,50.94,200.06357171431202,1417.9762234792472
CC(CC(c1cc(c(O)cc1C)C(C)(C)C)c2cc(c(O)cc2C)C(C)(C)C)c3cc(c(O)cc3C)C(C)(C)C,-7.1341930505,9.946859999999996,169.5063999999996,40,5,218,3,60.69,242.8621929617487,1321.6093532761718
CCCCC(CC)CNC(=O)c1ccc(N\N=C2\C(=C(C#N)C(=O)N(C)C2=O)C)cc1,-7.0248108563,3.2393800000000015,119.22890000000004,31,9,164,1,114.66,182.5421474036404,940.9537842566424
CN1C(=O)C(=N/Nc2ccc(Cl)c(Cl)c2)/C(=C(C#N)C1=O)C,-6.9257837823,2.5999800000000004,83.60970000000002,22,2,112,1,85.56,136.15281654418246,777.5377831362407
CC(C)(C)c1cc(CN2C(=O)N(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)C(=O)N(Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C)C2=O)cc(c1O)C(C)(C)C,-7.2923086931,9.218400000000003,233.04839999999913,57,6,312,4,126.69000000000001,339.6122487857423,1964.3249220430241
OC(COc1ccc(c(O)c1)C(=O)c2ccccc2)COc3ccc(c(O)c3)C(=O)c4ccccc4,-7.1387547034,4.378500000000003,132.95939999999996,36,10,182,4,113.28999999999999,207.36023222536141,1245.9237905045352
CCCCCCCCCCCCCNCCCCCCCCCCCCC.CCCCCCCCCCCCCNCC(C)CCCCCCCCCC,-7.4056684463,18.25189999999998,251.51339999999868,54,47,328,0,24.06,345.45685438280174,566.9284446545829
CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12,-4.4645461779,4.877300000000004,96.65300000000006,22,4,114,2,3.24,134.19688693947325,702.4950517709103
CCCCCCCCCC(C)(C)SSC(C)(C)CCCCCCCCC,-7.1279660508000005,10.206399999999995,128.56000000000012,26,19,158,0,0.0,174.77910179603168,266.58576839087175
CCCCC(CC)COC(=O)OCC(CC)CCCC,-6.979936668500001,5.572400000000006,83.91200000000008,20,12,120,0,35.53,124.9669374172328,206.27500612894352
O=[P](OCc1ccccc1)(OCc2ccccc2)O[P](=O)(OCc3ccccc3)OCc4ccccc4,-7.2540426772,8.086400000000006,141.22199999999984,37,14,192,4,80.29,216.72940169176002,1105.7236510365728
CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c3ccc(Oc4ccc(N)cc4)cc3,-7.191727219600001,6.761500000000004,126.86880000000002,31,6,156,4,70.5,182.60438393391806,1038.9909760447763
CCCCCCCCCCCCCCCCCC(=O)O[Al](O)OC(=O)c1ccccc1,-7.253899897899999,6.625300000000007,125.46830000000004,31,19,174,1,72.83000000000001,193.47129822773076,578.5348998561111
CCN(CC)c1ccc2C=C3C(=C(C#N)C(=O)n4c5ccccc5nc34)Oc2c1,-7.2023327624,4.464980000000003,114.52200000000002,29,3,142,5,74.54,165.7576679385694,1517.6122044682463
CCN(CC)c1ccc(N=Nc2c(cc(C)cc2C#N)C#N)c(N[S](C)(=O)=O)c1,-7.2331050936,4.371480000000004,113.25450000000004,29,7,150,2,121.70999999999998,170.71044319438687,1087.6311487026999
CCCCCCCCCCCCCCCCCC(=O)OC.CCCCCCCCCCCCCCCC(=O)OC.CCCCCCCC\C=C/CCCCCCCC(=O)OC.CCCCC/C=C\C\C=C/CCCCCCCC(=O)OC.CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC,-7.800359899299999,29.98030000000008,448.01200000000256,103,72,606,0,131.50000000000003,640.5749686210819,1846.1053303207646
CC(=O)OCCN(CCOC(C)=O)c1ccc(cc1)N=Nc2ccc(cc2C#N)[N+]([O-])=O,-7.300465045499999,3.8144800000000023,113.90840000000006,32,10,166,2,147.48999999999998,183.57527793289276,1025.6360245672395
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,-7.3970339946,6.348200000000002,49.611,26,6,158,0,0.0,137.97549528399315,473.86141443098984
CCN(CCC#N)c1ccc(cc1)N=Nc2ccc(cc2)[N+]([O-])=O,-7.208650928200001,4.750180000000004,91.83140000000006,24,7,122,2,94.88999999999999,139.56537481620504,748.045523858105
Cc1cc(C)cc(c1)N2C(=O)c3ccc4c5ccc6C(=O)N(c7cc(C)cc(C)c7)C(=O)c8ccc(c9ccc(C2=O)c3c49)c5c68,-7.4761487948,8.572080000000001,181.7639999999997,46,2,220,7,74.76,263.3249048873976,2272.797700138446
[NH4+].[Fe++].[Fe+3].[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N,-7.155088449400001,0.9494199999999997,35.79279999999999,15,0,79,0,179.23999999999998,111.27558636465913,96.50074950135922
CCN(CCC(=O)OC)c1ccc(cc1)N=Nc2snc3ccc(cc23)[N+]([O-])=O,-7.315402454199999,5.009300000000004,111.41240000000003,29,8,150,3,110.29000000000002,170.49557035072218,1048.4390448058055
CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC,-7.3271074817,9.931799999999997,133.11500000000007,30,25,180,0,26.3,189.8677554460887,326.6007800506426
CCCC1CCC(CC1)c2ccc(cc2)c3ccc(CC)cc3,-7.1853905644000005,6.9899000000000076,100.86300000000006,23,5,122,2,0.0,141.49702943039446,582.9403664520747
Cc1cc(C)cc(O[P](=O)(Oc2cc(C)cc(C)c2)Oc3cc(C)cc(C)c3)c1,-7.312230264299999,7.182020000000006,117.23850000000004,29,6,152,3,44.760000000000005,172.6254905810004,890.7809091700237
CC1=C(\C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)CCCC2(C)C)C(C)(C)CCC1,-7.553792438099999,12.605799999999977,181.3919999999994,40,10,216,0,0.0,247.374697828212,1116.3830913843028
[Hf],-7.1724326435000005,-0.0025,0.0,1,0,4,0,0.0,26.276582547519773,0.0
[O--].[O--].[Hf+4],-7.2440460955,-0.2401,1.373,3,0,16,0,57.0,37.23808940434852,2.7548875021634682
CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,-7.770909422999999,13.961999999999973,190.47569999999936,42,36,250,0,29.1,265.9937747407649,527.7315600189113
NC(Cc1ccccc1)=CC(=O)[C@@H](Cc2ccccc2)N(Cc3ccccc3)Cc4ccccc4,-7.6633437338,5.954500000000007,143.4883999999998,35,11,176,4,46.330000000000005,208.09386608793747,1164.1773537758074
CCCCCCCCCCCCCCCC(=O)NCCCCCCCC\C=C/CCCCCCCC,-7.7040784145,11.621399999999985,162.77369999999968,36,30,214,0,29.1,227.80412205438526,444.4628278280947
[H+].[Cl-].NC(N)=N.OC(=O)C1=NN(c2ccc(cc2)[S](O)(=O)=O)C(=O)C1N=Nc3ccc(cc3)[S](O)(=O)=O,-7.751246761699999,-2.925229999999993,120.58750000000002,36,6,194,2,279.32,210.7628519060316,1428.4687060842962
CCCCCCCCCCCCCCCCCCNC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-7.724189002,10.297499999999994,166.38349999999966,38,20,220,1,49.33,236.52034247284655,734.1149338463188
CC(C)(C)c1cc(CCC(=O)NCCCCCCNC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,-7.8041135239,8.646000000000008,192.14299999999935,46,13,258,2,98.66000000000001,279.71811260036174,1157.4600200586851
Nc1ccc(Cl)cc1C(=O)c2ccccc2Cl,-7.4250889383,3.8066000000000013,70.74890000000002,17,2,86,2,43.09,108.96138469077744,581.3821875173596
O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccc(cc3)c4ccc(O[P](=O)(Oc5ccccc5)Oc6ccccc6)cc4,-7.813287357,10.643399999999989,176.62699999999958,46,13,230,6,89.52000000000001,266.49736687580855,1686.8200532755247
O=C1N(c2ccc(cc2)N=Nc3ccccc3)C(=O)c4ccc5c6ccc7C(=O)N(c8ccc(cc8)N=Nc9ccccc9)C(=O)c%10ccc(c%11ccc1c4c5%11)c6c7%10,-7.8755092242,12.169199999999988,224.05199999999962,58,6,272,9,124.19999999999999,328.8728805309173,2947.858202813585
CCOc1cc2N=C3C(=C4Oc5cc(NC(=O)c6ccccc6)c(OCC)cc5N=C4C(=C3Oc2cc1NC(=O)c7ccccc7)NC(C)=O)NC(C)=O,-7.861382650099999,7.019400000000005,200.84179999999964,54,10,272,5,178.04,308.38790180501576,2298.4315121317377
CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC,-7.729153446000001,12.62559999999998,172.1016999999996,38,33,228,0,29.1,241.22360931536275,435.0581930499222
[Al+3].[O-]B([O-])[O-],-6.9334417301,-4.3286,11.508,5,0,24,0,69.17999999999999,40.55803027288261,11.609640474436814
B#N,-6.394784279,-0.36572000000000005,7.478999999999999,2,0,8,0,23.79,13.910622059767006,6.754887502163469
Cc1c(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)c(C)c(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)c(C)c1Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C,-7.9814736459,14.286059999999969,245.59139999999906,57,6,312,4,60.69,347.9336504261753,1777.6600227116412
CC(C)(c1ccccc1)c2ccc(Nc3ccc(cc3)C(C)(C)c4ccccc4)cc2,-7.782007082100001,8.082000000000008,133.30669999999995,31,6,156,4,12.03,186.34220060767672,1013.6661342717774
CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3oc4ccc(cc4n3)[S](N)(=O)=O,-7.8310984133,3.0948,110.42120000000004,29,5,150,4,119.63999999999999,166.15241127532522,1384.5289046877429
O=C1c2ccccc2C(=O)c3c4Nc5ccc6C(=O)c7ccccc7C(=O)c6c5Nc4ccc13,-7.946874563300001,4.140600000000002,136.44539999999995,34,0,160,7,99.85999999999999,188.60677467197624,2099.9711956119463
CCCCC(CC)COCCCNC(=O)Nc1cccc2c(NC(=O)NCCCOCC(CC)CCCC)cccc12,-8.0680715196,8.329000000000008,175.47479999999956,42,22,236,2,100.72000000000001,253.62126179028425,950.5190336764166
Cc1cc(CCC(=O)OCC(C)(C)[CH]2OC[C]3(CO2)CO[CH](OC3)C(C)(C)COC(=O)CCc4cc(C)c(O)c(c4)C(C)(C)C)cc(c1O)C(C)(C)C,-8.2677435641,7.746040000000011,203.02659999999923,53,12,296,2,129.98000000000002,316.38282364631823,1471.0495544757084
[Ti+4].Fc1ccc(N2C=C[C-]=C2)c(F)c1.Fc3ccc(N4C=C[C-]=C4)c(F)c3.[cH-]5cccc5.[cH-]6cccc6,-8.1257893916,7.919880000000006,133.1119999999999,37,2,184,6,9.86,228.21993153198648,1217.3548945067237
CCN(CC)c1ccc2c(OC(=O)C(=C2C#N)c3sc4ccccc4n3)c1,-8.0974343241,4.787580000000004,109.37400000000001,27,4,134,4,70.13,159.6553004880973,1212.9804095349436
N#Cc1ccc(C=Cc2ccc(cc2)C=Cc3cccc(c3)C#N)cc1,-8.123728845599999,5.7707600000000046,106.61200000000001,26,4,122,3,47.58,153.14119751657358,1025.309021168029
COc1cc(ccc1N=NC(C(C)=O)C(=O)Nc2ccccc2)c3ccc(N=NC(C(C)=O)C(=O)Nc4ccccc4)c(OC)c3,-8.6167666964,6.7308000000000066,173.09539999999961,46,13,234,4,160.23999999999998,265.11856579703823,1644.8676771685864
CCCCC(CC)CO[P](=O)(OCC(CC)CCCC)OCC(CC)CCCC,-8.85998044,8.793500000000003,125.38050000000011,29,21,176,0,44.760000000000005,182.02316602194728,345.28324787197255
CCCCCCOc1ccc(c(O)c1)c2nc(nc(n2)c3ccccc3)c4ccccc4,-9.1518109699,6.537300000000006,127.43679999999998,32,9,162,4,68.13,188.359061348611,1090.4169762038337
CCCCCCCCCCCCCCCCCCCC\C=C\C\C=C\CCCCCCCCCCCNCCCCCCCCCCCCCCCCCCCC\C=C\C\C=C\CCCCCCCCCCC,,26.24660000000005,337.79770000000025,73,66,432,0,12.03,463.4415912048591,1049.8791382979844
CCCCCC(CCC)COC(=O)c1ccccc1C(=O)OCC(CCC)CCCCC,-9.6499887292,7.993400000000009,132.08700000000005,32,18,182,1,52.60000000000001,196.0102642953237,585.0744728730804
CC1COc2ccccc2N1C(=O)C(Cl)Cl,-3.8353901487,2.6042000000000005,64.37900000000003,16,1,86,1,29.54,103.89171599146813,408.7259654533223
[H+].[Cl-].Fc1ccc(cc1)C(=O)C2CCNCC2,0.5890195686999999,-0.8754999999999997,57.43620000000003,16,2,88,1,29.1,102.13003596097037,352.028190721836
OCC(=O)CO,,-1.4599000000000002,19.1786,6,2,36,0,57.53,35.21912486105855,44.0
[Na+].[Na+].Oc1cc(cc2cc(cc(N=Nc3cc(N=Nc4cc(cc(c4O)[N+]([O-])=O)[N+]([O-])=O)c(O)c(N=Nc5ccc(cc5)[N+]([O-])=O)c3O)c12)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.9675670249,0.449200000000002,178.35079999999994,57,11,282,5,398.9,359.8446172446801,2799.9929875348535
[Na+].[Na+].Oc1c2ccc(NC(=O)Nc3ccc4c(O)c(N=Nc5ccccc5)c(cc4c3)[S]([O-])(=O)=O)cc2cc(c1N=Nc6ccccc6)[S]([O-])(=O)=O,-1.8872466915,1.695200000000002,181.02939999999975,52,8,252,6,245.43,340.15829784169114,2416.3418014093922
[Cl-].C[N+](C)(C)CC1CO1,0.749634411,-2.904599999999996,32.63939999999998,9,2,56,0,12.53,62.79457408513834,85.5488750216347
CC(C)c1ccc(cc1)[S](O)(=O)=O,0.6127511139,2.0567,50.345600000000026,13,2,72,1,54.37,78.15486547272738,375.82577061537546
[Na+].[Na+].COc1cc(c(C)cc1NC(=O)C(N=Nc2ccc(cc2)c3sc4c(ccc(C)c4[S]([O-])(=O)=O)n3)C(C)=O)[S]([O-])(=O)=O,-0.9163461364,-1.9150599999999918,151.06509999999975,44,9,220,4,207.40999999999997,301.1591628386912,1979.8694245075994
[Na+].[Na+].[O-][S](=O)(=O)c1cc(N\N=C2/C(=O)C=Cc3ccccc23)ccc1c4ccc(N\N=C5/C(=O)C=Cc6ccccc56)cc4[S]([O-])(=O)=O,-1.8973139062,-2.0059999999999896,169.0897999999998,48,7,230,4,197.32,319.3691111264338,2156.7740907079374
Nc1ccc(cc1)C#N,-1.1429743647,1.1404800000000002,35.569400000000016,9,0,44,1,49.81,53.528815612375,230.08821798626082
[K+].[O-]C(=O)CS,0.7806710209000001,-4.3298999999999985,18.859999999999996,6,1,30,0,40.129999999999995,84.13758035323022,46.81274391313339
[Na+].OC(COCC=C)C[S]([O-])(=O)=O,0.5538399496,-3.9008999999999974,41.58700000000002,13,6,72,0,86.66,99.82417318208377,225.1791103458067
O=C1OCCO1,,0.1532,17.299999999999997,6,0,34,0,35.53,34.85191666215107,60.43856189774725
OC(=O)CC(=C)C(O)=O,-0.2250282975,0.10190000000000005,29.02859999999999,9,3,50,0,74.6,51.42092815771127,158.34093004940027
[Cl-].N[C@@H](CCCN=C(N)N)C(O)=O.[H+],0.5397304724,-4.431599999999998,46.634,13,5,78,0,127.72,84.07260365099557,186.670317699974
[Na+].CC(Nc1ccc(N\N=C\2C=C(c3ccccc3C2=O)[S]([O-])(=O)=O)c(C)c1)C(=O)c4ccccc4,-1.8129006218,1.2328200000000005,134.54059999999993,36,7,178,3,127.75999999999999,231.0999569672357,1484.424234822865
ClCC1CO1,-0.1473736792,0.624,20.459999999999994,5,1,30,0,12.53,35.88011555948209,33.87430298092722
[Na+].[Na+].[Na+].[O-]C(=O)CN(CC([O-])=O)CC([O-])=O,0.3961032361,-14.449900000000003,31.46099999999999,16,6,74,0,123.63,158.43126169487115,198.26466250649042
[Na+].Nc1cc(N)c(cc1N=Nc2cc(ccc2O)[N+]([O-])=O)[S]([O-])(=O)=O,-0.7639420940999999,-1.2116999999999993,82.1672,25,4,126,2,197.33,163.10430167152396,962.7083780256042
N=C(c1ccccc1)c2ccccc2,-2.7811280063,3.1027700000000014,58.81470000000003,14,2,68,2,23.85,83.53879043922241,376.003255415297
[Na+].[O-]C(=O)CS,0.7273991488,-4.3298999999999985,18.859999999999996,6,1,30,0,40.129999999999995,63.6284152805796,46.81274391313339
[K+].CC(CC([O-])=O)CC(C)(C)C,0.4851623717,-1.7972999999999977,42.860000000000014,12,3,66,0,40.129999999999995,117.53710849060478,137.95418659385768
[Na].[Na+].[Fe].Nc1cc(ccc1O)[N+]([O-])=O.Nc2cc(cc(c2O)[S]([O-])(=O)=O)[N+]([O-])=O.Oc3cccc(O)c3,-0.9940566873,-1.6121999999999985,121.83599999999998,37,3,191,3,276.44,263.7709772141779,1313.7729945383744
[Na+].[Na+].COc1cc(N=Nc2ccc(cc2)[S]([O-])(=O)=O)c(C)cc1N\N=C/3C(=O)c4ccc(Nc5ccccc5)cc4C=C3[S]([O-])(=O)=O,-2.0454014742,-0.3747799999999937,165.54129999999978,47,9,230,4,201.84,314.86800355121125,2123.520509944098
[Na+].[Na+].Cc1ccccc1Oc2ccccc2N\N=C/3C(=O)c4c(NC(=O)c5ccccc5)cc(cc4C=C3[S]([O-])(=O)=O)[S]([O-])(=O)=O,-6.526113545417649,-1.4977799999999937,159.55779999999976,46,8,224,4,194.18999999999997,308.5827478067659,2103.1065507675503
[O-][S](=O)(=O)CCC[NH+]1CCOCC1,0.4557825074,-2.1631999999999962,45.563900000000025,13,4,78,0,70.86999999999999,78.42508747043082,232.87709722476782
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3ccc(c4ccc(Nc5nc(Cl)nc(Nc6ccc(N=Nc7cc8c(cc(cc8[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc7[S]([O-])(=O)=O)c(NC(N)=O)c6)n5)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n2)ccc1N=Nc9cc%10c(cc(cc%10[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc9[S]([O-])(=O)=O,-1.4981682805,-18.611999999999938,353.9326000000003,114,23,554,10,742.7400000000001,830.3805356404112,6185.091349333452
[Li+].[Cl-],1.1343979721,-5.992,0.0,2,0,8,0,0.0,31.81913653838555,2.0
OCC[C@@H]1CCCC[NH2+]1,0.6427483546,-0.5152999999999992,36.134199999999986,9,2,54,0,36.84,56.267168496484025,66.56151495416137
[H+].[Cl-].NC(CO)(CO)CO,0.5514149152000001,-5.222699999999997,29.287799999999994,9,3,58,0,86.71000000000001,61.194560946665064,63.25838096618137
CC(C)COC(=O)[C@@H](C)O,-0.4128573351,0.5664,37.477799999999995,10,3,60,0,46.53,60.99820479595584,107.41884680991984
[Ca++].[O-]C(=O)CS,-0.3838981351,-1.7147000000000001,24.613999999999997,6,1,30,0,40.129999999999995,71.33078365309184,46.81274391313339
CC1(C)CC(O)CC(C)(CN)C1,0.488999371,1.5224,50.800200000000025,12,1,72,0,46.25,75.1520233530785,167.22151457063651
[Na+].CC(=C)C[S]([O-])(=O)=O,0.5194215084,-2.8882999999999983,29.37819999999999,9,2,48,0,57.199999999999996,77.18650997158768,181.98942873085844
[K+].[K+].[O-][S](=O)(=O)OO[S]([O-])(=O)=O,-0.6537301416,-8.136999999999999,21.5644,12,3,62,0,132.85999999999999,154.05110385110748,251.01955000865388
O[C@@H](CNc1ccccc1)C[S]([O-])(=O)=O,0.1187844902,0.0045999999999999375,55.50270000000003,15,5,84,1,89.45999999999998,88.49896140853144,389.833188217996
CN(CCC#N)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C.O[P](O)([O-])=O,-0.9304018204,3.195280000000003,121.33950000000003,31,5,164,2,110.63,183.00327680693013,1054.7096627000128
[Na+].CCCCCCCC1N(CCO)C=CN1CCC([O-])=O,0.2127067575,-2.1018999999999943,76.42580000000004,21,11,116,0,66.84,149.83606301122308,313.2938551785738
[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.1189898767999999,-19.393999999999984,52.90800000000002,24,11,114,0,167.0,227.02001929761266,331.05441917228063
[F].[F].[F].[Cr],-0.3384166482,1.2581000000000002,3.3240000000000003,4,0,27,0,0.0,32.42797964509352,3.2451124978365313
CC(=C)C(=O)OCC1CO1,-0.4537890803,0.5045000000000001,35.513,10,3,56,0,38.83,59.622082087553224,158.23415450316318
[O-][N+](=O)c1[nH]ncc1,,0.31789999999999985,25.2421,8,1,42,1,71.82,44.48164081236229,180.41842212960407
[Na+].[Co+3].CC(=O)/C(=N/Nc1cc(ccc1[O-])[S](N)(=O)=O)C(=O)[N-]c2ccccc2.CC(=O)/C(=N/Nc3cc(ccc3[O-])[S](N)(=O)=O)C(=O)[N-]c4ccccc4,-2.2084701124,-1.005499999999991,186.93579999999977,54,12,278,4,311.7,341.62774174061065,2118.1201663191778
CCCCCCOC(CO)CO,-1.0558122117,0.9364999999999999,48.053600000000024,12,8,74,0,49.69,74.3608006769013,81.84283310353014
[Br-].CC[N+]1(C)CCCC1,1.4101871429,-1.7492999999999979,35.69339999999999,9,1,56,0,0.0,68.40557982992617,76.98533616859814
[K+].[O-]C(=O)c1ccccc1,0.4872673501,-2.945899999999998,30.772499999999994,10,1,46,1,40.129999999999995,101.67466578149596,208.10590854015382
[Cl-].NC(=O)c1ccc[n+](Cc2ccccc2)c1,0.2936103731,-1.8746999999999958,60.69890000000003,17,3,88,2,46.970000000000006,106.30250707150196,499.7824659581835
CC(C)=CCC[C@@](C)(C=C)\C=C\c1ccc(O)cc1,-6.3370173812,5.344100000000005,84.10980000000005,19,6,102,1,20.23,116.53613314789952,460.96857978203565
O.[Na+].[O-]OB=O,-0.8231002009999999,-5.577699999999998,11.139299999999999,6,1,30,0,80.86000000000001,57.305183695952955,21.509775004326936
COC(C)(C)CCOC(C)=O,-0.4390291979,1.3646,42.338000000000015,11,4,66,0,35.53,67.68245838766333,129.2988603028468
[Cr+3].[O-][P]([O-])([O-])=O,0.4859956397,-2.8271,7.6065,6,0,35,0,86.25,45.18013383648277,53.68367439558378
[Na+].[Na+].[Fe].Nc1ccc(cc1)[N+]([O-])=O.Nc2cc(cc(c2O)[N+]([O-])=O)[N+]([O-])=O.OC/3=CC(=O)C=CC3=N/Nc4cc(cc5cc(cc(O)c45)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.3075465248,-3.324399999999993,180.79250000000002,56,7,286,4,398.00999999999993,368.3214779844862,2497.2704920377605
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].Oc1c(Nc2nc(Cl)nc(Nc3ccc(Nc4nc(Cl)nc(Nc5c(O)c6c(cc(cc6N=Nc7ccc8c(cccc8[S]([O-])(=O)=O)c7[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc5[S]([O-])(=O)=O)n4)cc3)n2)c(cc9cc(cc(N=Nc%10ccc%11c(cccc%11[S]([O-])(=O)=O)c%10[S]([O-])(=O)=O)c19)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.634868411,-17.54259999999995,340.42600000000033,110,20,530,11,672.9600000000002,807.4428038120875,6221.166755648644
[Cl-].CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,-0.9531217854,3.9681000000000015,108.1994000000001,25,15,146,1,0.0,163.7583174735874,388.339080515553
[F-].[F-].[Ni++],-0.3833170773,-5.9945,0.0,3,0,24,0,0.0,26.87255630841787,2.7548875021634682
NC(=O)NC1NC(=O)NC1=O,-1.5087824856999998,-2.1798,33.18149999999999,11,1,60,0,113.32,61.302289765458276,225.37706033746232
[Na+].[Na+].[O-][S](=O)(=O)c1ccc(cc1)N=Nc2ccc(N\N=C\3C(=O)c4ccc(NC(=O)c5ccccc5)cc4C=C3[S]([O-])(=O)=O)cc2,-2.1566764476,-1.1830999999999932,158.9227999999998,46,8,222,4,209.67999999999998,307.55103830735146,2087.7330121306522
[Na+].[O-][S](=O)(=O)C1=CC(=O)C2=C(NNc3ccccc3[S](=O)(=O)c4ccccc4)C(=N)C=CC2=C1,-2.0888316761000003,-0.7782299999999964,119.85710000000003,34,6,168,2,156.32,217.95201153503038,1523.2219813917702
OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO.[O-][S]([O-])(=O)=O,1.9675126996,-3.731599999999998,81.00100000000002,23,8,144,0,242.1,134.46041271226528,293.0526361581512
O=C1CCO1,0.7104893861,-0.06669999999999998,15.576,5,0,28,0,26.3,29.738371432644183,51.91340299823497
[K+].CC(C)CCOC([S-])=S,0.2378897232,-1.1151,45.370000000000026,10,3,54,0,9.23,116.11391843528865,95.74860596185444
CCC(=O)N(C1CC[NH2+]CC1)c2ccccc2,-0.8352255084,1.1554,68.90040000000005,17,3,92,1,36.92,102.8163268349958,357.7447760896648
[Na+].[O-][S](=O)(=O)CCN1CCOCC1,0.1885297454,-4.1321999999999965,41.82320000000002,13,3,72,0,69.67,100.4735449787462,224.78875082024348
CCCCCCCC(=O)OCC(O)CO,0.1794741305,1.2433,57.42760000000005,15,9,90,0,66.76,91.25220700573831,158.66691118104077
[Na+].[Na+].[Na+].[Co+3].CC(=O)\C(=N/Nc1cc(cc(c1[O-])[S]([O-])(=O)=O)[N+]([O-])=O)C(=O)[N-]c2ccccc2.CC(=O)\C(=N/Nc3cc(cc(c3[O-])[S]([O-])(=O)=O)[N+]([O-])=O)C(=O)[N-]c4ccccc4,-0.4747040271,-6.667700000000012,193.4245999999997,62,14,310,4,392.05999999999995,426.8164312722597,2430.1218443964167
[Na+].[Na+].Nc1c(N=Nc2ccc(cc2)[N+]([O-])=O)c(cc3C=C(\C(=N/Nc4ccccc4)C(=O)c13)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.2800595004000002,-2.944999999999994,135.5943999999999,41,7,200,3,249.73999999999998,276.4104841227516,1829.1441111315773
